"time", "BouncingBall.h", "BouncingBall.v", "BouncingBall.der(h)", "BouncingBall.der(v)", "BouncingBall.ground"
1.98, 0.377156649925, -2.988935325, -2.988935325, -9.81, 0.1
1.99, 0.346825846675, -3.087035325, -3.087035325, -9.81, 0.1
1.99, 0.346825846675, -3.087035325, -3.087035325, -9.81, 0.1
2, 0.315514043425, -3.185135325, -3.185135325, -9.81, 0.2
2, 0.315514043425, -3.185135325, -3.185135325, -9.81, 0.2
2.01, 0.283221240175, -3.283235325, -3.283235325, -9.81, 0.2
2.01, 0.283221240175, -3.283235325, -3.283235325, -9.81, 0.2
2.02, 0.249947436925, -3.381335325, -3.381335325, -9.81, 0.2
2.02, 0.249947436925, -3.381335325, -3.381335325, -9.81, 0.2
2.03, 0.215692633675, -3.479435325, -3.479435325, -9.81, 0.2
2.03, 0.215692633675, -3.479435325, -3.479435325, -9.81, 0.2
2.04, 0.214859562344, 3.30301105875, 3.30301105875, -9.81, 0.2
2.04, 0.214859562344, 3.30301105875, 3.30301105875, -9.81, 0.2
2.05, 0.247448222931, 3.20491105875, 3.20491105875, -9.81, 0.2
2.05, 0.247448222931, 3.20491105875, 3.20491105875, -9.81, 0.2
2.06, 0.279055883519, 3.10681105875, 3.10681105875, -9.81, 0.2
2.06, 0.279055883519, 3.10681105875, 3.10681105875, -9.81, 0.2
2.07, 0.309682544106, 3.00871105875, 3.00871105875, -9.81, 0.2
2.07, 0.309682544106, 3.00871105875, 3.00871105875, -9.81, 0.2
2.08, 0.339328204694, 2.91061105875, 2.91061105875, -9.81, 0.2
2.08, 0.339328204694, 2.91061105875, 2.91061105875, -9.81, 0.2
2.09, 0.367992865281, 2.81251105875, 2.81251105875, -9.81, 0.2
2.09, 0.367992865281, 2.81251105875, 2.81251105875, -9.81, 0.2
2.1, 0.395676525869, 2.71441105875, 2.71441105875, -9.81, 0.2
2.1, 0.395676525869, 2.71441105875, 2.71441105875, -9.81, 0.2
2.11, 0.422379186456, 2.61631105875, 2.61631105875, -9.81, 0.2
2.11, 0.422379186456, 2.61631105875, 2.61631105875, -9.81, 0.2
2.12, 0.448100847044, 2.51821105875, 2.51821105875, -9.81, 0.2
2.12, 0.448100847044, 2.51821105875, 2.51821105875, -9.81, 0.2
2.13, 0.472841507631, 2.42011105875, 2.42011105875, -9.81, 0.2
2.13, 0.472841507631, 2.42011105875, 2.42011105875, -9.81, 0.2
2.14, 0.496601168219, 2.32201105875, 2.32201105875, -9.81, 0.2
2.14, 0.496601168219, 2.32201105875, 2.32201105875, -9.81, 0.2
2.15, 0.519379828806, 2.22391105875, 2.22391105875, -9.81, 0.2
2.15, 0.519379828806, 2.22391105875, 2.22391105875, -9.81, 0.2
2.16, 0.541177489394, 2.12581105875, 2.12581105875, -9.81, 0.2
2.16, 0.541177489394, 2.12581105875, 2.12581105875, -9.81, 0.2
2.17, 0.561994149981, 2.02771105875, 2.02771105875, -9.81, 0.2
2.17, 0.561994149981, 2.02771105875, 2.02771105875, -9.81, 0.2
2.18, 0.581829810569, 1.92961105875, 1.92961105875, -9.81, 0.2
2.18, 0.581829810569, 1.92961105875, 1.92961105875, -9.81, 0.2
2.19, 0.600684471156, 1.83151105875, 1.83151105875, -9.81, 0.2
2.19, 0.600684471156, 1.83151105875, 1.83151105875, -9.81, 0.2
2.2, 0.618558131744, 1.73341105875, 1.73341105875, -9.81, 0.2
2.2, 0.618558131744, 1.73341105875, 1.73341105875, -9.81, 0.2
2.21, 0.635450792331, 1.63531105875, 1.63531105875, -9.81, 0.2
2.21, 0.635450792331, 1.63531105875, 1.63531105875, -9.81, 0.2
2.22, 0.651362452919, 1.53721105875, 1.53721105875, -9.81, 0.2
2.22, 0.651362452919, 1.53721105875, 1.53721105875, -9.81, 0.2
2.23, 0.666293113506, 1.43911105875, 1.43911105875, -9.81, 0.2
2.23, 0.666293113506, 1.43911105875, 1.43911105875, -9.81, 0.2
2.24, 0.680242774094, 1.34101105875, 1.34101105875, -9.81, 0.2
2.24, 0.680242774094, 1.34101105875, 1.34101105875, -9.81, 0.2
2.25, 0.693211434681, 1.24291105875, 1.24291105875, -9.81, 0.2
2.25, 0.693211434681, 1.24291105875, 1.24291105875, -9.81, 0.2
2.26, 0.705199095269, 1.14481105875, 1.14481105875, -9.81, 0.2
2.26, 0.705199095269, 1.14481105875, 1.14481105875, -9.81, 0.2
2.27, 0.716205755856, 1.04671105875, 1.04671105875, -9.81, 0.2
2.27, 0.716205755856, 1.04671105875, 1.04671105875, -9.81, 0.2
2.28, 0.726231416444, 0.94861105875, 0.94861105875, -9.81, 0.2
2.28, 0.726231416444, 0.94861105875, 0.94861105875, -9.81, 0.2
2.29, 0.735276077031, 0.85051105875, 0.85051105875, -9.81, 0.2
2.29, 0.735276077031, 0.85051105875, 0.85051105875, -9.81, 0.2
2.3, 0.743339737619, 0.75241105875, 0.75241105875, -9.81, 0.2
2.3, 0.743339737619, 0.75241105875, 0.75241105875, -9.81, 0.2
2.31, 0.750422398206, 0.65431105875, 0.65431105875, -9.81, 0.2
2.31, 0.750422398206, 0.65431105875, 0.65431105875, -9.81, 0.2
2.32, 0.756524058794, 0.55621105875, 0.55621105875, -9.81, 0.2
2.32, 0.756524058794, 0.55621105875, 0.55621105875, -9.81, 0.2
2.33, 0.761644719381, 0.45811105875, 0.45811105875, -9.81, 0.2
2.33, 0.761644719381, 0.45811105875, 0.45811105875, -9.81, 0.2
2.34, 0.765784379969, 0.36001105875, 0.36001105875, -9.81, 0.2
2.34, 0.765784379969, 0.36001105875, 0.36001105875, -9.81, 0.2
2.35, 0.768943040556, 0.26191105875, 0.26191105875, -9.81, 0.2
2.35, 0.768943040556, 0.26191105875, 0.26191105875, -9.81, 0.2
2.36, 0.771120701144, 0.16381105875, 0.16381105875, -9.81, 0.2
2.36, 0.771120701144, 0.16381105875, 0.16381105875, -9.81, 0.2
2.37, 0.772317361731, 0.06571105875, 0.06571105875, -9.81, 0.2
2.37, 0.772317361731, 0.06571105875, 0.06571105875, -9.81, 0.2
2.38, 0.772533022319, -0.03238894125, -0.03238894125, -9.81, 0.2
2.38, 0.772533022319, -0.03238894125, -0.03238894125, -9.81, 0.2
2.39, 0.771767682906, -0.13048894125, -0.13048894125, -9.81, 0.2
2.39, 0.771767682906, -0.13048894125, -0.13048894125, -9.81, 0.2
2.4, 0.770021343494, -0.22858894125, -0.22858894125, -9.81, 0.2
2.4, 0.770021343494, -0.22858894125, -0.22858894125, -9.81, 0.2
2.41, 0.767294004081, -0.32668894125, -0.32668894125, -9.81, 0.2
2.41, 0.767294004081, -0.32668894125, -0.32668894125, -9.81, 0.2
2.42, 0.763585664669, -0.42478894125, -0.42478894125, -9.81, 0.2
2.42, 0.763585664669, -0.42478894125, -0.42478894125, -9.81, 0.2
2.43, 0.758896325256, -0.52288894125, -0.52288894125, -9.81, 0.2
2.43, 0.758896325256, -0.52288894125, -0.52288894125, -9.81, 0.2
2.44, 0.753225985844, -0.62098894125, -0.62098894125, -9.81, 0.2
2.44, 0.753225985844, -0.62098894125, -0.62098894125, -9.81, 0.2
2.45, 0.746574646431, -0.71908894125, -0.71908894125, -9.81, 0.2
2.45, 0.746574646431, -0.71908894125, -0.71908894125, -9.81, 0.2
2.46, 0.738942307019, -0.81718894125, -0.81718894125, -9.81, 0.2
2.46, 0.738942307019, -0.81718894125, -0.81718894125, -9.81, 0.2
2.47, 0.730328967606, -0.91528894125, -0.91528894125, -9.81, 0.2
2.47, 0.730328967606, -0.91528894125, -0.91528894125, -9.81, 0.2
2.48, 0.720734628194, -1.01338894125, -1.01338894125, -9.81, 0.2
2.48, 0.720734628194, -1.01338894125, -1.01338894125, -9.81, 0.2
2.49, 0.710159288781, -1.11148894125, -1.11148894125, -9.81, 0.2
2.49, 0.710159288781, -1.11148894125, -1.11148894125, -9.81, 0.2
2.5, 0.698602949369, -1.20958894125, -1.20958894125, -9.81, 0.2
2.5, 0.698602949369, -1.20958894125, -1.20958894125, -9.81, 0.2
2.51, 0.686065609956, -1.30768894125, -1.30768894125, -9.81, 0.2
2.51, 0.686065609956, -1.30768894125, -1.30768894125, -9.81, 0.2
2.52, 0.672547270544, -1.40578894125, -1.40578894125, -9.81, 0.2
2.52, 0.672547270544, -1.40578894125, -1.40578894125, -9.81, 0.2
2.53, 0.658047931131, -1.50388894125, -1.50388894125, -9.81, 0.2
2.53, 0.658047931131, -1.50388894125, -1.50388894125, -9.81, 0.2
2.54, 0.642567591719, -1.60198894125, -1.60198894125, -9.81, 0.2
2.54, 0.642567591719, -1.60198894125, -1.60198894125, -9.81, 0.2
2.55, 0.626106252306, -1.70008894125, -1.70008894125, -9.81, 0.2
2.55, 0.626106252306, -1.70008894125, -1.70008894125, -9.81, 0.2
2.56, 0.608663912894, -1.79818894125, -1.79818894125, -9.81, 0.2
2.56, 0.608663912894, -1.79818894125, -1.79818894125, -9.81, 0.2
2.57, 0.590240573481, -1.89628894125, -1.89628894125, -9.81, 0.2
2.57, 0.590240573481, -1.89628894125, -1.89628894125, -9.81, 0.2
2.58, 0.570836234069, -1.99438894125, -1.99438894125, -9.81, 0.2
2.58, 0.570836234069, -1.99438894125, -1.99438894125, -9.81, 0.2
2.59, 0.550450894656, -2.09248894125, -2.09248894125, -9.81, 0.2
2.59, 0.550450894656, -2.09248894125, -2.09248894125, -9.81, 0.2
2.6, 0.529084555244, -2.19058894125, -2.19058894125, -9.81, 0.2
2.6, 0.529084555244, -2.19058894125, -2.19058894125, -9.81, 0.2
2.61, 0.506737215831, -2.28868894125, -2.28868894125, -9.81, 0.2
2.61, 0.506737215831, -2.28868894125, -2.28868894125, -9.81, 0.2
2.62, 0.483408876419, -2.38678894125, -2.38678894125, -9.81, 0.2
2.62, 0.483408876419, -2.38678894125, -2.38678894125, -9.81, 0.2
2.63, 0.459099537006, -2.48488894125, -2.48488894125, -9.81, 0.2
2.63, 0.459099537006, -2.48488894125, -2.48488894125, -9.81, 0.2
2.64, 0.433809197594, -2.58298894125, -2.58298894125, -9.81, 0.2
2.64, 0.433809197594, -2.58298894125, -2.58298894125, -9.81, 0.2
2.65, 0.407537858181, -2.68108894125, -2.68108894125, -9.81, 0.2
2.65, 0.407537858181, -2.68108894125, -2.68108894125, -9.81, 0.2
2.66, 0.380285518769, -2.77918894125, -2.77918894125, -9.81, 0.2
2.66, 0.380285518769, -2.77918894125, -2.77918894125, -9.81, 0.2
2.67, 0.352052179356, -2.87728894125, -2.87728894125, -9.81, 0.2
2.67, 0.352052179356, -2.87728894125, -2.87728894125, -9.81, 0.2
2.68, 0.322837839944, -2.97538894125, -2.97538894125, -9.81, 0.2
2.68, 0.322837839944, -2.97538894125, -2.97538894125, -9.81, 0.2
2.69, 0.292642500531, -3.07348894125, -3.07348894125, -9.81, 0.2
2.69, 0.292642500531, -3.07348894125, -3.07348894125, -9.81, 0.2
2.7, 0.261466161119, -3.17158894125, -3.17158894125, -9.81, 0.2
2.7, 0.261466161119, -3.17158894125, -3.17158894125, -9.81, 0.2
2.71, 0.229308821706, -3.26968894125, -3.26968894125, -9.81, 0.2
2.71, 0.229308821706, -3.26968894125, -3.26968894125, -9.81, 0.2
2.72, 0.202718541229, 3.18026999419, 3.18026999419, -9.81, 0.2
2.72, 0.202718541229, 3.18026999419, 3.18026999419, -9.81, 0.2
2.73, 0.234079791171, 3.08216999419, 3.08216999419, -9.81, 0.2
2.73, 0.234079791171, 3.08216999419, 3.08216999419, -9.81, 0.2
2.74, 0.264460041113, 2.98406999419, 2.98406999419, -9.81, 0.2
2.74, 0.264460041113, 2.98406999419, 2.98406999419, -9.81, 0.2
2.75, 0.293859291055, 2.88596999419, 2.88596999419, -9.81, 0.2
2.75, 0.293859291055, 2.88596999419, 2.88596999419, -9.81, 0.2
2.76, 0.322277540997, 2.78786999419, 2.78786999419, -9.81, 0.2
2.76, 0.322277540997, 2.78786999419, 2.78786999419, -9.81, 0.2
2.77, 0.349714790939, 2.68976999419, 2.68976999419, -9.81, 0.2
2.77, 0.349714790939, 2.68976999419, 2.68976999419, -9.81, 0.2
2.78, 0.37617104088, 2.59166999419, 2.59166999419, -9.81, 0.2
2.78, 0.37617104088, 2.59166999419, 2.59166999419, -9.81, 0.2
2.79, 0.401646290822, 2.49356999419, 2.49356999419, -9.81, 0.2
2.79, 0.401646290822, 2.49356999419, 2.49356999419, -9.81, 0.2
2.8, 0.426140540764, 2.39546999419, 2.39546999419, -9.81, 0.2
2.8, 0.426140540764, 2.39546999419, 2.39546999419, -9.81, 0.2
2.81, 0.449653790706, 2.29736999419, 2.29736999419, -9.81, 0.2
2.81, 0.449653790706, 2.29736999419, 2.29736999419, -9.81, 0.2
2.82, 0.472186040648, 2.19926999419, 2.19926999419, -9.81, 0.2
2.82, 0.472186040648, 2.19926999419, 2.19926999419, -9.81, 0.2
2.83, 0.49373729059, 2.10116999419, 2.10116999419, -9.81, 0.2
2.83, 0.49373729059, 2.10116999419, 2.10116999419, -9.81, 0.2
2.84, 0.514307540532, 2.00306999419, 2.00306999419, -9.81, 0.2
2.84, 0.514307540532, 2.00306999419, 2.00306999419, -9.81, 0.2
2.85, 0.533896790474, 1.90496999419, 1.90496999419, -9.81, 0.2
2.85, 0.533896790474, 1.90496999419, 1.90496999419, -9.81, 0.2
2.86, 0.552505040415, 1.80686999419, 1.80686999419, -9.81, 0.2
2.86, 0.552505040415, 1.80686999419, 1.80686999419, -9.81, 0.2
2.87, 0.570132290357, 1.70876999419, 1.70876999419, -9.81, 0.2
2.87, 0.570132290357, 1.70876999419, 1.70876999419, -9.81, 0.2
2.88, 0.586778540299, 1.61066999419, 1.61066999419, -9.81, 0.2
2.88, 0.586778540299, 1.61066999419, 1.61066999419, -9.81, 0.2
2.89, 0.602443790241, 1.51256999419, 1.51256999419, -9.81, 0.2
2.89, 0.602443790241, 1.51256999419, 1.51256999419, -9.81, 0.2
2.9, 0.617128040183, 1.41446999419, 1.41446999419, -9.81, 0.2
2.9, 0.617128040183, 1.41446999419, 1.41446999419, -9.81, 0.2
2.91, 0.630831290125, 1.31636999419, 1.31636999419, -9.81, 0.2
2.91, 0.630831290125, 1.31636999419, 1.31636999419, -9.81, 0.2
2.92, 0.643553540067, 1.21826999419, 1.21826999419, -9.81, 0.2
2.92, 0.643553540067, 1.21826999419, 1.21826999419, -9.81, 0.2
2.93, 0.655294790009, 1.12016999419, 1.12016999419, -9.81, 0.2
2.93, 0.655294790009, 1.12016999419, 1.12016999419, -9.81, 0.2
2.94, 0.66605503995, 1.02206999419, 1.02206999419, -9.81, 0.2
2.94, 0.66605503995, 1.02206999419, 1.02206999419, -9.81, 0.2
2.95, 0.675834289892, 0.923969994187, 0.923969994187, -9.81, 0.2
2.95, 0.675834289892, 0.923969994187, 0.923969994187, -9.81, 0.2
2.96, 0.684632539834, 0.825869994187, 0.825869994187, -9.81, 0.2
2.96, 0.684632539834, 0.825869994187, 0.825869994187, -9.81, 0.2
2.97, 0.692449789776, 0.727769994187, 0.727769994187, -9.81, 0.2
2.97, 0.692449789776, 0.727769994187, 0.727769994187, -9.81, 0.2
2.98, 0.699286039718, 0.629669994187, 0.629669994187, -9.81, 0.2
2.98, 0.699286039718, 0.629669994187, 0.629669994187, -9.81, 0.2
2.99, 0.70514128966, 0.531569994188, 0.531569994188, -9.81, 0.2
2.99, 0.70514128966, 0.531569994188, 0.531569994188, -9.81, 0.2
3, 0.710015539602, 0.433469994188, 0.433469994188, -9.81, 0.3
3, 0.710015539602, 0.433469994188, 0.433469994188, -9.81, 0.3
3.01, 0.713908789544, 0.335369994188, 0.335369994188, -9.81, 0.3
3.01, 0.713908789544, 0.335369994188, 0.335369994188, -9.81, 0.3
3.02, 0.716821039485, 0.237269994188, 0.237269994188, -9.81, 0.3
3.02, 0.716821039485, 0.237269994188, 0.237269994188, -9.81, 0.3
3.03, 0.718752289427, 0.139169994188, 0.139169994188, -9.81, 0.3
3.03, 0.718752289427, 0.139169994188, 0.139169994188, -9.81, 0.3
3.04, 0.719702539369, 0.0410699941875, 0.0410699941875, -9.81, 0.3
3.04, 0.719702539369, 0.0410699941875, 0.0410699941875, -9.81, 0.3
3.05, 0.719671789311, -0.0570300058125, -0.0570300058125, -9.81, 0.3
3.05, 0.719671789311, -0.0570300058125, -0.0570300058125, -9.81, 0.3
3.06, 0.718660039253, -0.155130005812, -0.155130005812, -9.81, 0.3
3.06, 0.718660039253, -0.155130005812, -0.155130005812, -9.81, 0.3
3.07, 0.716667289195, -0.253230005812, -0.253230005812, -9.81, 0.3
3.07, 0.716667289195, -0.253230005812, -0.253230005812, -9.81, 0.3
3.08, 0.713693539137, -0.351330005812, -0.351330005812, -9.81, 0.3
3.08, 0.713693539137, -0.351330005812, -0.351330005812, -9.81, 0.3
3.09, 0.709738789079, -0.449430005812, -0.449430005812, -9.81, 0.3
3.09, 0.709738789079, -0.449430005812, -0.449430005812, -9.81, 0.3
3.1, 0.70480303902, -0.547530005812, -0.547530005812, -9.81, 0.3
3.1, 0.70480303902, -0.547530005812, -0.547530005812, -9.81, 0.3
3.11, 0.698886288962, -0.645630005812, -0.645630005812, -9.81, 0.3
3.11, 0.698886288962, -0.645630005812, -0.645630005812, -9.81, 0.3
3.12, 0.691988538904, -0.743730005812, -0.743730005812, -9.81, 0.3
3.12, 0.691988538904, -0.743730005812, -0.743730005812, -9.81, 0.3
3.13, 0.684109788846, -0.841830005812, -0.841830005812, -9.81, 0.3
3.13, 0.684109788846, -0.841830005812, -0.841830005812, -9.81, 0.3
3.14, 0.675250038788, -0.939930005812, -0.939930005812, -9.81, 0.3
3.14, 0.675250038788, -0.939930005812, -0.939930005812, -9.81, 0.3
3.15, 0.66540928873, -1.03803000581, -1.03803000581, -9.81, 0.3
3.15, 0.66540928873, -1.03803000581, -1.03803000581, -9.81, 0.3
3.16, 0.654587538672, -1.13613000581, -1.13613000581, -9.81, 0.3
3.16, 0.654587538672, -1.13613000581, -1.13613000581, -9.81, 0.3
3.17, 0.642784788614, -1.23423000581, -1.23423000581, -9.81, 0.3
3.17, 0.642784788614, -1.23423000581, -1.23423000581, -9.81, 0.3
3.18, 0.630001038555, -1.33233000581, -1.33233000581, -9.81, 0.3
3.18, 0.630001038555, -1.33233000581, -1.33233000581, -9.81, 0.3
3.19, 0.616236288497, -1.43043000581, -1.43043000581, -9.81, 0.3
3.19, 0.616236288497, -1.43043000581, -1.43043000581, -9.81, 0.3
3.2, 0.601490538439, -1.52853000581, -1.52853000581, -9.81, 0.3
3.2, 0.601490538439, -1.52853000581, -1.52853000581, -9.81, 0.3
3.21, 0.585763788381, -1.62663000581, -1.62663000581, -9.81, 0.3
3.21, 0.585763788381, -1.62663000581, -1.62663000581, -9.81, 0.3
3.22, 0.569056038323, -1.72473000581, -1.72473000581, -9.81, 0.3
3.22, 0.569056038323, -1.72473000581, -1.72473000581, -9.81, 0.3
3.23, 0.551367288265, -1.82283000581, -1.82283000581, -9.81, 0.3
3.23, 0.551367288265, -1.82283000581, -1.82283000581, -9.81, 0.3
3.24, 0.532697538207, -1.92093000581, -1.92093000581, -9.81, 0.3
3.24, 0.532697538207, -1.92093000581, -1.92093000581, -9.81, 0.3
3.25, 0.513046788149, -2.01903000581, -2.01903000581, -9.81, 0.3
3.25, 0.513046788149, -2.01903000581, -2.01903000581, -9.81, 0.3
3.26, 0.49241503809, -2.11713000581, -2.11713000581, -9.81, 0.3
3.26, 0.49241503809, -2.11713000581, -2.11713000581, -9.81, 0.3
3.27, 0.470802288032, -2.21523000581, -2.21523000581, -9.81, 0.3
3.27, 0.470802288032, -2.21523000581, -2.21523000581, -9.81, 0.3
3.28, 0.448208537974, -2.31333000581, -2.31333000581, -9.81, 0.3
3.28, 0.448208537974, -2.31333000581, -2.31333000581, -9.81, 0.3
3.29, 0.424633787916, -2.41143000581, -2.41143000581, -9.81, 0.3
3.29, 0.424633787916, -2.41143000581, -2.41143000581, -9.81, 0.3
3.3, 0.400078037858, -2.50953000581, -2.50953000581, -9.81, 0.3
3.3, 0.400078037858, -2.50953000581, -2.50953000581, -9.81, 0.3
3.31, 0.3745412878, -2.60763000581, -2.60763000581, -9.81, 0.3
3.31, 0.3745412878, -2.60763000581, -2.60763000581, -9.81, 0.3
3.32, 0.348023537742, -2.70573000581, -2.70573000581, -9.81, 0.3
3.32, 0.348023537742, -2.70573000581, -2.70573000581, -9.81, 0.3
3.33, 0.320524787684, -2.80383000581, -2.80383000581, -9.81, 0.3
3.33, 0.320524787684, -2.80383000581, -2.80383000581, -9.81, 0.3
3.34, 0.303286046648, 2.71857450552, 2.71857450552, -9.81, 0.3
3.34, 0.303286046648, 2.71857450552, 2.71857450552, -9.81, 0.3
3.35, 0.330030341703, 2.62047450552, 2.62047450552, -9.81, 0.3
3.35, 0.330030341703, 2.62047450552, 2.62047450552, -9.81, 0.3
3.36, 0.355793636759, 2.52237450552, 2.52237450552, -9.81, 0.3
3.36, 0.355793636759, 2.52237450552, 2.52237450552, -9.81, 0.3
3.37, 0.380575931814, 2.42427450552, 2.42427450552, -9.81, 0.3
3.37, 0.380575931814, 2.42427450552, 2.42427450552, -9.81, 0.3
3.38, 0.404377226869, 2.32617450552, 2.32617450552, -9.81, 0.3
3.38, 0.404377226869, 2.32617450552, 2.32617450552, -9.81, 0.3
3.39, 0.427197521924, 2.22807450552, 2.22807450552, -9.81, 0.3
3.39, 0.427197521924, 2.22807450552, 2.22807450552, -9.81, 0.3
3.4, 0.449036816979, 2.12997450552, 2.12997450552, -9.81, 0.3
3.4, 0.449036816979, 2.12997450552, 2.12997450552, -9.81, 0.3
3.41, 0.469895112035, 2.03187450552, 2.03187450552, -9.81, 0.3
3.41, 0.469895112035, 2.03187450552, 2.03187450552, -9.81, 0.3
3.42, 0.48977240709, 1.93377450552, 1.93377450552, -9.81, 0.3
3.42, 0.48977240709, 1.93377450552, 1.93377450552, -9.81, 0.3
3.43, 0.508668702145, 1.83567450552, 1.83567450552, -9.81, 0.3
3.43, 0.508668702145, 1.83567450552, 1.83567450552, -9.81, 0.3
3.44, 0.5265839972, 1.73757450552, 1.73757450552, -9.81, 0.3
3.44, 0.5265839972, 1.73757450552, 1.73757450552, -9.81, 0.3
3.45, 0.543518292256, 1.63947450552, 1.63947450552, -9.81, 0.3
3.45, 0.543518292256, 1.63947450552, 1.63947450552, -9.81, 0.3
3.46, 0.559471587311, 1.54137450552, 1.54137450552, -9.81, 0.3
3.46, 0.559471587311, 1.54137450552, 1.54137450552, -9.81, 0.3
3.47, 0.574443882366, 1.44327450552, 1.44327450552, -9.81, 0.3
3.47, 0.574443882366, 1.44327450552, 1.44327450552, -9.81, 0.3
3.48, 0.588435177421, 1.34517450552, 1.34517450552, -9.81, 0.3
3.48, 0.588435177421, 1.34517450552, 1.34517450552, -9.81, 0.3
3.49, 0.601445472476, 1.24707450552, 1.24707450552, -9.81, 0.3
3.49, 0.601445472476, 1.24707450552, 1.24707450552, -9.81, 0.3
3.5, 0.613474767532, 1.14897450552, 1.14897450552, -9.81, 0.3
3.5, 0.613474767532, 1.14897450552, 1.14897450552, -9.81, 0.3
3.51, 0.624523062587, 1.05087450552, 1.05087450552, -9.81, 0.3
3.51, 0.624523062587, 1.05087450552, 1.05087450552, -9.81, 0.3
3.52, 0.634590357642, 0.952774505522, 0.952774505522, -9.81, 0.3
3.52, 0.634590357642, 0.952774505522, 0.952774505522, -9.81, 0.3
3.53, 0.643676652697, 0.854674505522, 0.854674505522, -9.81, 0.3
3.53, 0.643676652697, 0.854674505522, 0.854674505522, -9.81, 0.3
3.54, 0.651781947752, 0.756574505522, 0.756574505522, -9.81, 0.3
3.54, 0.651781947752, 0.756574505522, 0.756574505522, -9.81, 0.3
3.55, 0.658906242808, 0.658474505522, 0.658474505522, -9.81, 0.3
3.55, 0.658906242808, 0.658474505522, 0.658474505522, -9.81, 0.3
3.56, 0.665049537863, 0.560374505522, 0.560374505522, -9.81, 0.3
3.56, 0.665049537863, 0.560374505522, 0.560374505522, -9.81, 0.3
3.57, 0.670211832918, 0.462274505522, 0.462274505522, -9.81, 0.3
3.57, 0.670211832918, 0.462274505522, 0.462274505522, -9.81, 0.3
3.58, 0.674393127973, 0.364174505522, 0.364174505522, -9.81, 0.3
3.58, 0.674393127973, 0.364174505522, 0.364174505522, -9.81, 0.3
3.59, 0.677593423029, 0.266074505522, 0.266074505522, -9.81, 0.3
3.59, 0.677593423029, 0.266074505522, 0.266074505522, -9.81, 0.3
3.6, 0.679812718084, 0.167974505522, 0.167974505522, -9.81, 0.3
3.6, 0.679812718084, 0.167974505522, 0.167974505522, -9.81, 0.3
3.61, 0.681051013139, 0.0698745055219, 0.0698745055219, -9.81, 0.3
3.61, 0.681051013139, 0.0698745055219, 0.0698745055219, -9.81, 0.3
3.62, 0.681308308194, -0.0282254944781, -0.0282254944781, -9.81, 0.3
3.62, 0.681308308194, -0.0282254944781, -0.0282254944781, -9.81, 0.3
3.63, 0.680584603249, -0.126325494478, -0.126325494478, -9.81, 0.3
3.63, 0.680584603249, -0.126325494478, -0.126325494478, -9.81, 0.3
3.64, 0.678879898305, -0.224425494478, -0.224425494478, -9.81, 0.3
3.64, 0.678879898305, -0.224425494478, -0.224425494478, -9.81, 0.3
3.65, 0.67619419336, -0.322525494478, -0.322525494478, -9.81, 0.3
3.65, 0.67619419336, -0.322525494478, -0.322525494478, -9.81, 0.3
3.66, 0.672527488415, -0.420625494478, -0.420625494478, -9.81, 0.3
3.66, 0.672527488415, -0.420625494478, -0.420625494478, -9.81, 0.3
3.67, 0.66787978347, -0.518725494478, -0.518725494478, -9.81, 0.3
3.67, 0.66787978347, -0.518725494478, -0.518725494478, -9.81, 0.3
3.68, 0.662251078526, -0.616825494478, -0.616825494478, -9.81, 0.3
3.68, 0.662251078526, -0.616825494478, -0.616825494478, -9.81, 0.3
3.69, 0.655641373581, -0.714925494478, -0.714925494478, -9.81, 0.3
3.69, 0.655641373581, -0.714925494478, -0.714925494478, -9.81, 0.3
3.7, 0.648050668636, -0.813025494478, -0.813025494478, -9.81, 0.3
3.7, 0.648050668636, -0.813025494478, -0.813025494478, -9.81, 0.3
3.71, 0.639478963691, -0.911125494478, -0.911125494478, -9.81, 0.3
3.71, 0.639478963691, -0.911125494478, -0.911125494478, -9.81, 0.3
3.72, 0.629926258746, -1.00922549448, -1.00922549448, -9.81, 0.3
3.72, 0.629926258746, -1.00922549448, -1.00922549448, -9.81, 0.3
3.73, 0.619392553802, -1.10732549448, -1.10732549448, -9.81, 0.3
3.73, 0.619392553802, -1.10732549448, -1.10732549448, -9.81, 0.3
3.74, 0.607877848857, -1.20542549448, -1.20542549448, -9.81, 0.3
3.74, 0.607877848857, -1.20542549448, -1.20542549448, -9.81, 0.3
3.75, 0.595382143912, -1.30352549448, -1.30352549448, -9.81, 0.3
3.75, 0.595382143912, -1.30352549448, -1.30352549448, -9.81, 0.3
3.76, 0.581905438967, -1.40162549448, -1.40162549448, -9.81, 0.3
3.76, 0.581905438967, -1.40162549448, -1.40162549448, -9.81, 0.3
3.77, 0.567447734023, -1.49972549448, -1.49972549448, -9.81, 0.3
3.77, 0.567447734023, -1.49972549448, -1.49972549448, -9.81, 0.3
3.78, 0.552009029078, -1.59782549448, -1.59782549448, -9.81, 0.3
3.78, 0.552009029078, -1.59782549448, -1.59782549448, -9.81, 0.3
3.79, 0.535589324133, -1.69592549448, -1.69592549448, -9.81, 0.3
3.79, 0.535589324133, -1.69592549448, -1.69592549448, -9.81, 0.3
3.8, 0.518188619188, -1.79402549448, -1.79402549448, -9.81, 0.3
3.8, 0.518188619188, -1.79402549448, -1.79402549448, -9.81, 0.3
3.81, 0.499806914243, -1.89212549448, -1.89212549448, -9.81, 0.3
3.81, 0.499806914243, -1.89212549448, -1.89212549448, -9.81, 0.3
