"time", "BouncingBall.h", "BouncingBall.v", "BouncingBall.der(h)", "BouncingBall.der(v)", "BouncingBall.ground"
3.82, 0.480444209299, -1.99022549448, -1.99022549448, -9.81, 0.3
3.82, 0.480444209299, -1.99022549448, -1.99022549448, -9.81, 0.3
3.83, 0.460100504354, -2.08832549448, -2.08832549448, -9.81, 0.3
3.83, 0.460100504354, -2.08832549448, -2.08832549448, -9.81, 0.3
3.84, 0.438775799409, -2.18642549448, -2.18642549448, -9.81, 0.3
3.84, 0.438775799409, -2.18642549448, -2.18642549448, -9.81, 0.3
3.85, 0.416470094464, -2.28452549448, -2.28452549448, -9.81, 0.3
3.85, 0.416470094464, -2.28452549448, -2.28452549448, -9.81, 0.3
3.86, 0.393183389519, -2.38262549448, -2.38262549448, -9.81, 0.3
3.86, 0.393183389519, -2.38262549448, -2.38262549448, -9.81, 0.3
3.87, 0.368915684575, -2.48072549448, -2.48072549448, -9.81, 0.3
3.87, 0.368915684575, -2.48072549448, -2.48072549448, -9.81, 0.3
3.88, 0.34366697963, -2.57882549448, -2.57882549448, -9.81, 0.3
3.88, 0.34366697963, -2.57882549448, -2.57882549448, -9.81, 0.3
3.89, 0.317437274685, -2.67692549448, -2.67692549448, -9.81, 0.3
3.89, 0.317437274685, -2.67692549448, -2.67692549448, -9.81, 0.3
3.9, 0.306288303383, 2.57888571975, 2.57888571975, -9.81, 0.3
3.9, 0.306288303383, 2.57888571975, 2.57888571975, -9.81, 0.3
3.91, 0.331635710581, 2.48078571975, 2.48078571975, -9.81, 0.3
3.91, 0.331635710581, 2.48078571975, 2.48078571975, -9.81, 0.3
3.92, 0.356002117778, 2.38268571975, 2.38268571975, -9.81, 0.3
3.92, 0.356002117778, 2.38268571975, 2.38268571975, -9.81, 0.3
3.93, 0.379387524976, 2.28458571975, 2.28458571975, -9.81, 0.3
3.93, 0.379387524976, 2.28458571975, 2.28458571975, -9.81, 0.3
3.94, 0.401791932173, 2.18648571975, 2.18648571975, -9.81, 0.3
3.94, 0.401791932173, 2.18648571975, 2.18648571975, -9.81, 0.3
3.95, 0.423215339371, 2.08838571975, 2.08838571975, -9.81, 0.3
3.95, 0.423215339371, 2.08838571975, 2.08838571975, -9.81, 0.3
3.96, 0.443657746568, 1.99028571975, 1.99028571975, -9.81, 0.3
3.96, 0.443657746568, 1.99028571975, 1.99028571975, -9.81, 0.3
3.97, 0.463119153766, 1.89218571975, 1.89218571975, -9.81, 0.3
3.97, 0.463119153766, 1.89218571975, 1.89218571975, -9.81, 0.3
3.98, 0.481599560963, 1.79408571975, 1.79408571975, -9.81, 0.3
3.98, 0.481599560963, 1.79408571975, 1.79408571975, -9.81, 0.3
3.99, 0.499098968161, 1.69598571975, 1.69598571975, -9.81, 0.3
3.99, 0.499098968161, 1.69598571975, 1.69598571975, -9.81, 0.3
4, 0.515617375358, 1.59788571975, 1.59788571975, -9.81, 0.4
4, 0.515617375358, 1.59788571975, 1.59788571975, -9.81, 0.4
4.01, 0.531154782556, 1.49978571975, 1.49978571975, -9.81, 0.4
4.01, 0.531154782556, 1.49978571975, 1.49978571975, -9.81, 0.4
4.02, 0.545711189754, 1.40168571975, 1.40168571975, -9.81, 0.4
4.02, 0.545711189754, 1.40168571975, 1.40168571975, -9.81, 0.4
4.03, 0.559286596951, 1.30358571975, 1.30358571975, -9.81, 0.4
4.03, 0.559286596951, 1.30358571975, 1.30358571975, -9.81, 0.4
4.04, 0.571881004149, 1.20548571975, 1.20548571975, -9.81, 0.4
4.04, 0.571881004149, 1.20548571975, 1.20548571975, -9.81, 0.4
4.05, 0.583494411346, 1.10738571975, 1.10738571975, -9.81, 0.4
4.05, 0.583494411346, 1.10738571975, 1.10738571975, -9.81, 0.4
4.06, 0.594126818544, 1.00928571975, 1.00928571975, -9.81, 0.4
4.06, 0.594126818544, 1.00928571975, 1.00928571975, -9.81, 0.4
4.07, 0.603778225741, 0.911185719754, 0.911185719754, -9.81, 0.4
4.07, 0.603778225741, 0.911185719754, 0.911185719754, -9.81, 0.4
4.08, 0.612448632939, 0.813085719754, 0.813085719754, -9.81, 0.4
4.08, 0.612448632939, 0.813085719754, 0.813085719754, -9.81, 0.4
4.09, 0.620138040136, 0.714985719754, 0.714985719754, -9.81, 0.4
4.09, 0.620138040136, 0.714985719754, 0.714985719754, -9.81, 0.4
4.1, 0.626846447334, 0.616885719754, 0.616885719754, -9.81, 0.4
4.1, 0.626846447334, 0.616885719754, 0.616885719754, -9.81, 0.4
4.11, 0.632573854531, 0.518785719754, 0.518785719754, -9.81, 0.4
4.11, 0.632573854531, 0.518785719754, 0.518785719754, -9.81, 0.4
4.12, 0.637320261729, 0.420685719754, 0.420685719754, -9.81, 0.4
4.12, 0.637320261729, 0.420685719754, 0.420685719754, -9.81, 0.4
4.13, 0.641085668927, 0.322585719754, 0.322585719754, -9.81, 0.4
4.13, 0.641085668927, 0.322585719754, 0.322585719754, -9.81, 0.4
4.14, 0.643870076124, 0.224485719754, 0.224485719754, -9.81, 0.4
4.14, 0.643870076124, 0.224485719754, 0.224485719754, -9.81, 0.4
4.15, 0.645673483322, 0.126385719754, 0.126385719754, -9.81, 0.4
4.15, 0.645673483322, 0.126385719754, 0.126385719754, -9.81, 0.4
4.16, 0.646495890519, 0.0282857197542, 0.0282857197542, -9.81, 0.4
4.16, 0.646495890519, 0.0282857197542, 0.0282857197542, -9.81, 0.4
4.17, 0.646337297717, -0.0698142802458, -0.0698142802458, -9.81, 0.4
4.17, 0.646337297717, -0.0698142802458, -0.0698142802458, -9.81, 0.4
4.18, 0.645197704914, -0.167914280246, -0.167914280246, -9.81, 0.4
4.18, 0.645197704914, -0.167914280246, -0.167914280246, -9.81, 0.4
4.19, 0.643077112112, -0.266014280246, -0.266014280246, -9.81, 0.4
4.19, 0.643077112112, -0.266014280246, -0.266014280246, -9.81, 0.4
4.2, 0.639975519309, -0.364114280246, -0.364114280246, -9.81, 0.4
4.2, 0.639975519309, -0.364114280246, -0.364114280246, -9.81, 0.4
4.21, 0.635892926507, -0.462214280246, -0.462214280246, -9.81, 0.4
4.21, 0.635892926507, -0.462214280246, -0.462214280246, -9.81, 0.4
4.22, 0.630829333704, -0.560314280246, -0.560314280246, -9.81, 0.4
4.22, 0.630829333704, -0.560314280246, -0.560314280246, -9.81, 0.4
4.23, 0.624784740902, -0.658414280246, -0.658414280246, -9.81, 0.4
4.23, 0.624784740902, -0.658414280246, -0.658414280246, -9.81, 0.4
4.24, 0.617759148099, -0.756514280246, -0.756514280246, -9.81, 0.4
4.24, 0.617759148099, -0.756514280246, -0.756514280246, -9.81, 0.4
4.25, 0.609752555297, -0.854614280246, -0.854614280246, -9.81, 0.4
4.25, 0.609752555297, -0.854614280246, -0.854614280246, -9.81, 0.4
4.26, 0.600764962495, -0.952714280246, -0.952714280246, -9.81, 0.4
4.26, 0.600764962495, -0.952714280246, -0.952714280246, -9.81, 0.4
4.27, 0.590796369692, -1.05081428025, -1.05081428025, -9.81, 0.4
4.27, 0.590796369692, -1.05081428025, -1.05081428025, -9.81, 0.4
4.28, 0.57984677689, -1.14891428025, -1.14891428025, -9.81, 0.4
4.28, 0.57984677689, -1.14891428025, -1.14891428025, -9.81, 0.4
4.29, 0.567916184087, -1.24701428025, -1.24701428025, -9.81, 0.4
4.29, 0.567916184087, -1.24701428025, -1.24701428025, -9.81, 0.4
4.3, 0.555004591285, -1.34511428025, -1.34511428025, -9.81, 0.4
4.3, 0.555004591285, -1.34511428025, -1.34511428025, -9.81, 0.4
4.31, 0.541111998482, -1.44321428025, -1.44321428025, -9.81, 0.4
4.31, 0.541111998482, -1.44321428025, -1.44321428025, -9.81, 0.4
4.32, 0.52623840568, -1.54131428025, -1.54131428025, -9.81, 0.4
4.32, 0.52623840568, -1.54131428025, -1.54131428025, -9.81, 0.4
4.33, 0.510383812877, -1.63941428025, -1.63941428025, -9.81, 0.4
4.33, 0.510383812877, -1.63941428025, -1.63941428025, -9.81, 0.4
4.34, 0.493548220075, -1.73751428025, -1.73751428025, -9.81, 0.4
4.34, 0.493548220075, -1.73751428025, -1.73751428025, -9.81, 0.4
4.35, 0.475731627272, -1.83561428025, -1.83561428025, -9.81, 0.4
4.35, 0.475731627272, -1.83561428025, -1.83561428025, -9.81, 0.4
4.36, 0.45693403447, -1.93371428025, -1.93371428025, -9.81, 0.4
4.36, 0.45693403447, -1.93371428025, -1.93371428025, -9.81, 0.4
4.37, 0.437155441668, -2.03181428025, -2.03181428025, -9.81, 0.4
4.37, 0.437155441668, -2.03181428025, -2.03181428025, -9.81, 0.4
4.38, 0.416395848865, -2.12991428025, -2.12991428025, -9.81, 0.4
4.38, 0.416395848865, -2.12991428025, -2.12991428025, -9.81, 0.4
4.39, 0.403267993756, 2.07835456623, 2.07835456623, -9.81, 0.4
4.39, 0.403267993756, 2.07835456623, 2.07835456623, -9.81, 0.4
4.4, 0.423610089418, 1.98025456623, 1.98025456623, -9.81, 0.4
4.4, 0.423610089418, 1.98025456623, 1.98025456623, -9.81, 0.4
4.41, 0.44297118508, 1.88215456623, 1.88215456623, -9.81, 0.4
4.41, 0.44297118508, 1.88215456623, 1.88215456623, -9.81, 0.4
4.42, 0.461351280743, 1.78405456623, 1.78405456623, -9.81, 0.4
4.42, 0.461351280743, 1.78405456623, 1.78405456623, -9.81, 0.4
4.43, 0.478750376405, 1.68595456623, 1.68595456623, -9.81, 0.4
4.43, 0.478750376405, 1.68595456623, 1.68595456623, -9.81, 0.4
4.44, 0.495168472067, 1.58785456623, 1.58785456623, -9.81, 0.4
4.44, 0.495168472067, 1.58785456623, 1.58785456623, -9.81, 0.4
4.45, 0.51060556773, 1.48975456623, 1.48975456623, -9.81, 0.4
4.45, 0.51060556773, 1.48975456623, 1.48975456623, -9.81, 0.4
4.46, 0.525061663392, 1.39165456623, 1.39165456623, -9.81, 0.4
4.46, 0.525061663392, 1.39165456623, 1.39165456623, -9.81, 0.4
4.47, 0.538536759054, 1.29355456623, 1.29355456623, -9.81, 0.4
4.47, 0.538536759054, 1.29355456623, 1.29355456623, -9.81, 0.4
4.48, 0.551030854717, 1.19545456623, 1.19545456623, -9.81, 0.4
4.48, 0.551030854717, 1.19545456623, 1.19545456623, -9.81, 0.4
4.49, 0.562543950379, 1.09735456623, 1.09735456623, -9.81, 0.4
4.49, 0.562543950379, 1.09735456623, 1.09735456623, -9.81, 0.4
4.5, 0.573076046041, 0.999254566233, 0.999254566233, -9.81, 0.4
4.5, 0.573076046041, 0.999254566233, 0.999254566233, -9.81, 0.4
4.51, 0.582627141704, 0.901154566233, 0.901154566233, -9.81, 0.4
4.51, 0.582627141704, 0.901154566233, 0.901154566233, -9.81, 0.4
4.52, 0.591197237366, 0.803054566233, 0.803054566233, -9.81, 0.4
4.52, 0.591197237366, 0.803054566233, 0.803054566233, -9.81, 0.4
4.53, 0.598786333028, 0.704954566233, 0.704954566233, -9.81, 0.4
4.53, 0.598786333028, 0.704954566233, 0.704954566233, -9.81, 0.4
4.54, 0.605394428691, 0.606854566233, 0.606854566233, -9.81, 0.4
4.54, 0.605394428691, 0.606854566233, 0.606854566233, -9.81, 0.4
4.55, 0.611021524353, 0.508754566233, 0.508754566233, -9.81, 0.4
4.55, 0.611021524353, 0.508754566233, 0.508754566233, -9.81, 0.4
4.56, 0.615667620015, 0.410654566233, 0.410654566233, -9.81, 0.4
4.56, 0.615667620015, 0.410654566233, 0.410654566233, -9.81, 0.4
4.57, 0.619332715678, 0.312554566233, 0.312554566233, -9.81, 0.4
4.57, 0.619332715678, 0.312554566233, 0.312554566233, -9.81, 0.4
4.58, 0.62201681134, 0.214454566233, 0.214454566233, -9.81, 0.4
4.58, 0.62201681134, 0.214454566233, 0.214454566233, -9.81, 0.4
4.59, 0.623719907002, 0.116354566233, 0.116354566233, -9.81, 0.4
4.59, 0.623719907002, 0.116354566233, 0.116354566233, -9.81, 0.4
4.6, 0.624442002665, 0.0182545662335, 0.0182545662335, -9.81, 0.4
4.6, 0.624442002665, 0.0182545662335, 0.0182545662335, -9.81, 0.4
4.61, 0.624183098327, -0.0798454337665, -0.0798454337665, -9.81, 0.4
4.61, 0.624183098327, -0.0798454337665, -0.0798454337665, -9.81, 0.4
4.62, 0.622943193989, -0.177945433767, -0.177945433767, -9.81, 0.4
4.62, 0.622943193989, -0.177945433767, -0.177945433767, -9.81, 0.4
4.63, 0.620722289652, -0.276045433767, -0.276045433767, -9.81, 0.4
4.63, 0.620722289652, -0.276045433767, -0.276045433767, -9.81, 0.4
4.64, 0.617520385314, -0.374145433767, -0.374145433767, -9.81, 0.4
4.64, 0.617520385314, -0.374145433767, -0.374145433767, -9.81, 0.4
4.65, 0.613337480976, -0.472245433767, -0.472245433767, -9.81, 0.4
4.65, 0.613337480976, -0.472245433767, -0.472245433767, -9.81, 0.4
4.66, 0.608173576639, -0.570345433767, -0.570345433767, -9.81, 0.4
4.66, 0.608173576639, -0.570345433767, -0.570345433767, -9.81, 0.4
4.67, 0.602028672301, -0.668445433767, -0.668445433767, -9.81, 0.4
4.67, 0.602028672301, -0.668445433767, -0.668445433767, -9.81, 0.4
4.68, 0.594902767963, -0.766545433767, -0.766545433767, -9.81, 0.4
4.68, 0.594902767963, -0.766545433767, -0.766545433767, -9.81, 0.4
4.69, 0.586795863626, -0.864645433767, -0.864645433767, -9.81, 0.4
4.69, 0.586795863626, -0.864645433767, -0.864645433767, -9.81, 0.4
4.7, 0.577707959288, -0.962745433767, -0.962745433767, -9.81, 0.4
4.7, 0.577707959288, -0.962745433767, -0.962745433767, -9.81, 0.4
4.71, 0.56763905495, -1.06084543377, -1.06084543377, -9.81, 0.4
4.71, 0.56763905495, -1.06084543377, -1.06084543377, -9.81, 0.4
4.72, 0.556589150613, -1.15894543377, -1.15894543377, -9.81, 0.4
4.72, 0.556589150613, -1.15894543377, -1.15894543377, -9.81, 0.4
4.73, 0.544558246275, -1.25704543377, -1.25704543377, -9.81, 0.4
4.73, 0.544558246275, -1.25704543377, -1.25704543377, -9.81, 0.4
4.74, 0.531546341937, -1.35514543377, -1.35514543377, -9.81, 0.4
4.74, 0.531546341937, -1.35514543377, -1.35514543377, -9.81, 0.4
4.75, 0.5175534376, -1.45324543377, -1.45324543377, -9.81, 0.4
4.75, 0.5175534376, -1.45324543377, -1.45324543377, -9.81, 0.4
4.76, 0.502579533262, -1.55134543377, -1.55134543377, -9.81, 0.4
4.76, 0.502579533262, -1.55134543377, -1.55134543377, -9.81, 0.4
4.77, 0.486624628924, -1.64944543377, -1.64944543377, -9.81, 0.4
4.77, 0.486624628924, -1.64944543377, -1.64944543377, -9.81, 0.4
4.78, 0.469688724587, -1.74754543377, -1.74754543377, -9.81, 0.4
4.78, 0.469688724587, -1.74754543377, -1.74754543377, -9.81, 0.4
4.79, 0.451771820249, -1.84564543377, -1.84564543377, -9.81, 0.4
4.79, 0.451771820249, -1.84564543377, -1.84564543377, -9.81, 0.4
4.8, 0.432873915911, -1.94374543377, -1.94374543377, -9.81, 0.4
4.8, 0.432873915911, -1.94374543377, -1.94374543377, -9.81, 0.4
4.81, 0.412995011574, -2.04184543377, -2.04184543377, -9.81, 0.4
4.81, 0.412995011574, -2.04184543377, -2.04184543377, -9.81, 0.4
4.82, 0.402496252861, 1.98536966208, 1.98536966208, -9.81, 0.4
4.82, 0.402496252861, 1.98536966208, 1.98536966208, -9.81, 0.4
4.83, 0.421908499482, 1.88726966208, 1.88726966208, -9.81, 0.4
4.83, 0.421908499482, 1.88726966208, 1.88726966208, -9.81, 0.4
4.84, 0.440339746103, 1.78916966208, 1.78916966208, -9.81, 0.4
4.84, 0.440339746103, 1.78916966208, 1.78916966208, -9.81, 0.4
4.85, 0.457789992724, 1.69106966208, 1.69106966208, -9.81, 0.4
4.85, 0.457789992724, 1.69106966208, 1.69106966208, -9.81, 0.4
4.86, 0.474259239345, 1.59296966208, 1.59296966208, -9.81, 0.4
4.86, 0.474259239345, 1.59296966208, 1.59296966208, -9.81, 0.4
4.87, 0.489747485965, 1.49486966208, 1.49486966208, -9.81, 0.4
4.87, 0.489747485965, 1.49486966208, 1.49486966208, -9.81, 0.4
4.88, 0.504254732586, 1.39676966208, 1.39676966208, -9.81, 0.4
4.88, 0.504254732586, 1.39676966208, 1.39676966208, -9.81, 0.4
4.89, 0.517780979207, 1.29866966208, 1.29866966208, -9.81, 0.4
4.89, 0.517780979207, 1.29866966208, 1.29866966208, -9.81, 0.4
4.9, 0.530326225828, 1.20056966208, 1.20056966208, -9.81, 0.4
4.9, 0.530326225828, 1.20056966208, 1.20056966208, -9.81, 0.4
4.91, 0.541890472448, 1.10246966208, 1.10246966208, -9.81, 0.4
4.91, 0.541890472448, 1.10246966208, 1.10246966208, -9.81, 0.4
4.92, 0.552473719069, 1.00436966208, 1.00436966208, -9.81, 0.4
4.92, 0.552473719069, 1.00436966208, 1.00436966208, -9.81, 0.4
4.93, 0.56207596569, 0.906269662078, 0.906269662078, -9.81, 0.4
4.93, 0.56207596569, 0.906269662078, 0.906269662078, -9.81, 0.4
4.94, 0.570697212311, 0.808169662078, 0.808169662078, -9.81, 0.4
4.94, 0.570697212311, 0.808169662078, 0.808169662078, -9.81, 0.4
4.95, 0.578337458932, 0.710069662078, 0.710069662078, -9.81, 0.4
4.95, 0.578337458932, 0.710069662078, 0.710069662078, -9.81, 0.4
4.96, 0.584996705552, 0.611969662078, 0.611969662078, -9.81, 0.4
4.96, 0.584996705552, 0.611969662078, 0.611969662078, -9.81, 0.4
4.97, 0.590674952173, 0.513869662078, 0.513869662078, -9.81, 0.4
4.97, 0.590674952173, 0.513869662078, 0.513869662078, -9.81, 0.4
4.98, 0.595372198794, 0.415769662078, 0.415769662078, -9.81, 0.4
4.98, 0.595372198794, 0.415769662078, 0.415769662078, -9.81, 0.4
4.99, 0.599088445415, 0.317669662078, 0.317669662078, -9.81, 0.4
4.99, 0.599088445415, 0.317669662078, 0.317669662078, -9.81, 0.4
5, 0.601823692036, 0.219569662078, 0.219569662078, -9.81, 0.5
5, 0.601823692036, 0.219569662078, 0.219569662078, -9.81, 0.5
5, 0.601823692036, 0.219569662078, 0.219569662078, -9.81, 0.5
5, 0.601823692036, 0.219569662078, 0.219569662078, -9.81, 0.5
